question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score,logres_pred,bi_lstm_2b_preds,bi_lstm_3e_preds,logres_pred_bigram
Who was the last leader of the Mali Empire?,Mali Empire,english,"{'answer_start': array([879]), 'answer_text': array(['Mansa Mama Maghan'], dtype=object)}","Ibn Khaldun died in 1406, and following his death there was no continuous record of events in the Mali Empire. It is known from the Tarikh al-Sudan that Mali was still a sizeable state in the 15th century. The Venetian explorer Alvise Cadamosto and Portuguese traders confirmed that the peoples of the Gambia were still subject to the mansa of Mali.[8] Upon Leo Africanus's visit at the beginning of the 16th century, his descriptions of the territorial domains of Mali showed that it was still a kingdom of considerable area. However, from 1507 onwards neighbouring states such as Diara, Great Fulo and the Songhay Empire eroded the extreme territories of Mali. In 1542, the Songhay invaded the capital city of Niani but were unsuccessful in conquering the empire. During the 17th century, the Mali empire faced incursions from the Bamana Empire. After unsuccessful attempts by Mansa Mama Maghan to conquer Bamana, in 1670 Bamana sacked and burned Niani, and the Mali Empire rapidly disintegrated and ceased to exist, being replaced by independent chiefdoms. The Keitas retreated to the town of Kangaba, where they became provincial chiefs.",https://en.wikipedia.org/wiki/Mali%20Empire,"['Who', 'was', 'the', 'last', 'leader', 'of', 'the', 'Mali', 'Empire', '?']","['Ibn', 'Khaldun', 'died', 'in', '1406', ',', 'and', 'following', 'his', 'death', 'there', 'was', 'no', 'continuous', 'record', 'of', 'events', 'in', 'the', 'Mali', 'Empire.', 'It', 'is', 'known', 'from', 'the', 'Tarikh', 'al-Sudan', 'that', 'Mali', 'was', 'still', 'a', 'sizeable', 'state', 'in', 'the', '15th', 'century.', 'The', 'Venetian', 'explorer', 'Alvise', 'Cadamosto', 'and', 'Portuguese', 'traders', 'confirmed', 'that', 'the', 'peoples', 'of', 'the', 'Gambia', 'were', 'still', 'subject', 'to', 'the', 'mansa', 'of', 'Mali.', '[', '8', ']', 'Upon', 'Leo', 'Africanus', ""'s"", 'visit', 'at', 'the', 'beginning', 'of', 'the', '16th', 'century', ',', 'his', 'descriptions', 'of', 'the', 'territorial', 'domains', 'of', 'Mali', 'showed', 'that', 'it', 'was', 'still', 'a', 'kingdom', 'of', 'considerable', 'area.', 'However', ',', 'from', '1507', 'onwards', 'neighbouring', 'states', 'such', 'as', 'Diara', ',', 'Great', 'Fulo', 'and', 'the', 'Songhay', 'Empire', 'eroded', 'the', 'extreme', 'territories', 'of', 'Mali.', 'In', '1542', ',', 'the', 'Songhay', 'invaded', 'the', 'capital', 'city', 'of', 'Niani', 'but', 'were', 'unsuccessful', 'in', 'conquering', 'the', 'empire.', 'During', 'the', '17th', 'century', ',', 'the', 'Mali', 'empire', 'faced', 'incursions', 'from', 'the', 'Bamana', 'Empire.', 'After', 'unsuccessful', 'attempts', 'by', 'Mansa', 'Mama', 'Maghan', 'to', 'conquer', 'Bamana', ',', 'in', '1670', 'Bamana', 'sacked', 'and', 'burned', 'Niani', ',', 'and', 'the', 'Mali', 'Empire', 'rapidly', 'disintegrated', 'and', 'ceased', 'to', 'exist', ',', 'being', 'replaced', 'by', 'independent', 'chiefdoms.', 'The', 'Keitas', 'retreated', 'to', 'the', 'town', 'of', 'Kangaba', ',', 'where', 'they', 'became', 'provincial', 'chiefs', '.']",1,0.6,0,0,1,1
What are the official languages of Switzerland?,Languages of Switzerland,english,"{'answer_start': array([47]), 'answer_text': array(['German, French, Italian and Romansh'], dtype=object)}","The four national languages of Switzerland are German, French, Italian and Romansh.[3] All but Romansh maintain equal status as official languages at the national level within the Federal Administration of the Swiss Confederation.[4]  In some situations, Latin is used, particularly as a single language to denote the country.",https://en.wikipedia.org/wiki/Languages%20of%20Switzerland,"['What', 'are', 'the', 'official', 'languages', 'of', 'Switzerland', '?']","['The', 'four', 'national', 'languages', 'of', 'Switzerland', 'are', 'German', ',', 'French', ',', 'Italian', 'and', 'Romansh.', '[', '3', ']', 'All', 'but', 'Romansh', 'maintain', 'equal', 'status', 'as', 'official', 'languages', 'at', 'the', 'national', 'level', 'within', 'the', 'Federal', 'Administration', 'of', 'the', 'Swiss', 'Confederation.', '[', '4', ']', 'In', 'some', 'situations', ',', 'Latin', 'is', 'used', ',', 'particularly', 'as', 'a', 'single', 'language', 'to', 'denote', 'the', 'country', '.']",1,0.75,1,1,1,1
How long does a cold usually last?,Common cold,english,"{'answer_start': array([397]), 'answer_text': array(['seven to ten days'], dtype=object)}","The common cold, also known simply as a cold, is a viral infectious disease of the upper respiratory tract that primarily affects the nose.[7] The throat, sinuses, and larynx may also be affected.[5] Signs and symptoms may appear less than two days after exposure to the virus.[5] These may include coughing, sore throat, runny nose, sneezing, headache, and fever.[2][3] People usually recover in seven to ten days,[2] but some symptoms may last up to three weeks.[6] Occasionally those with other health problems may develop pneumonia.",https://en.wikipedia.org/wiki/Common%20cold,"['How', 'long', 'does', 'a', 'cold', 'usually', 'last', '?']","['The', 'common', 'cold', ',', 'also', 'known', 'simply', 'as', 'a', 'cold', ',', 'is', 'a', 'viral', 'infectious', 'disease', 'of', 'the', 'upper', 'respiratory', 'tract', 'that', 'primarily', 'affects', 'the', 'nose.', '[', '7', ']', 'The', 'throat', ',', 'sinuses', ',', 'and', 'larynx', 'may', 'also', 'be', 'affected.', '[', '5', ']', 'Signs', 'and', 'symptoms', 'may', 'appear', 'less', 'than', 'two', 'days', 'after', 'exposure', 'to', 'the', 'virus.', '[', '5', ']', 'These', 'may', 'include', 'coughing', ',', 'sore', 'throat', ',', 'runny', 'nose', ',', 'sneezing', ',', 'headache', ',', 'and', 'fever.', '[', '2', ']', '[', '3', ']', 'People', 'usually', 'recover', 'in', 'seven', 'to', 'ten', 'days', ',', '[', '2', ']', 'but', 'some', 'symptoms', 'may', 'last', 'up', 'to', 'three', 'weeks.', '[', '6', ']', 'Occasionally', 'those', 'with', 'other', 'health', 'problems', 'may', 'develop', 'pneumonia', '.']",1,0.5,0,1,1,0
Who was Queen Elizabeth II's father?,Elizabeth II,english,"{'answer_start': array([87]), 'answer_text': array(['King George VI'], dtype=object)}","Elizabeth was born in London as the first child of the Duke and Duchess of York, later King George VI and Queen Elizabeth, and she was educated privately at home. Her father acceded to the throne on the abdication of his brother King Edward VIII in 1936, from which time she was the heir presumptive. She began to undertake public duties during the Second World War, serving in the Auxiliary Territorial Service. In 1947, she married Prince Philip, Duke of Edinburgh, a former prince of Greece and Denmark, with whom she has four children: Charles, Prince of Wales; Anne, Princess Royal; Prince Andrew, Duke of York; and Prince Edward, Earl of Wessex.",https://en.wikipedia.org/wiki/Elizabeth%20II,"['Who', 'was', 'Queen', 'Elizabeth', 'II', ""'s"", 'father', '?']","['Elizabeth', 'was', 'born', 'in', 'London', 'as', 'the', 'first', 'child', 'of', 'the', 'Duke', 'and', 'Duchess', 'of', 'York', ',', 'later', 'King', 'George', 'VI', 'and', 'Queen', 'Elizabeth', ',', 'and', 'she', 'was', 'educated', 'privately', 'at', 'home.', 'Her', 'father', 'acceded', 'to', 'the', 'throne', 'on', 'the', 'abdication', 'of', 'his', 'brother', 'King', 'Edward', 'VIII', 'in', '1936', ',', 'from', 'which', 'time', 'she', 'was', 'the', 'heir', 'presumptive.', 'She', 'began', 'to', 'undertake', 'public', 'duties', 'during', 'the', 'Second', 'World', 'War', ',', 'serving', 'in', 'the', 'Auxiliary', 'Territorial', 'Service.', 'In', '1947', ',', 'she', 'married', 'Prince', 'Philip', ',', 'Duke', 'of', 'Edinburgh', ',', 'a', 'former', 'prince', 'of', 'Greece', 'and', 'Denmark', ',', 'with', 'whom', 'she', 'has', 'four', 'children', ':', 'Charles', ',', 'Prince', 'of', 'Wales', ';', 'Anne', ',', 'Princess', 'Royal', ';', 'Prince', 'Andrew', ',', 'Duke', 'of', 'York', ';', 'and', 'Prince', 'Edward', ',', 'Earl', 'of', 'Wessex', '.']",1,0.5,1,1,1,1
When was the Isle of Wight Railway first constructed?,Isle of Wight Railway,english,"{'answer_start': array([209]), 'answer_text': array(['1864'], dtype=object)}","The Isle of Wight Railway was a railway company on the Isle of Wight, United Kingdom; it operated 14 miles of railway line between Ryde and Ventnor. It opened the first section of line from Ryde to Sandown in 1864, later extending to Ventnor in 1866. The Ryde station was at St Johns Road, some distance from the pier where the majority of travellers arrived. A tramway operated on the pier itself, and a street-running tramway later operated from the Pier to St Johns Road. It was not until 1880 that two mainland railways companies jointly extended the railway line to the Pier Head, and IoWR trains ran through, improving the journey arrangements.",https://en.wikipedia.org/wiki/Isle%20of%20Wight%20Railway,"['When', 'was', 'the', 'Isle', 'of', 'Wight', 'Railway', 'first', 'constructed', '?']","['The', 'Isle', 'of', 'Wight', 'Railway', 'was', 'a', 'railway', 'company', 'on', 'the', 'Isle', 'of', 'Wight', ',', 'United', 'Kingdom', ';', 'it', 'operated', '14', 'miles', 'of', 'railway', 'line', 'between', 'Ryde', 'and', 'Ventnor.', 'It', 'opened', 'the', 'first', 'section', 'of', 'line', 'from', 'Ryde', 'to', 'Sandown', 'in', '1864', ',', 'later', 'extending', 'to', 'Ventnor', 'in', '1866.', 'The', 'Ryde', 'station', 'was', 'at', 'St', 'Johns', 'Road', ',', 'some', 'distance', 'from', 'the', 'pier', 'where', 'the', 'majority', 'of', 'travellers', 'arrived.', 'A', 'tramway', 'operated', 'on', 'the', 'pier', 'itself', ',', 'and', 'a', 'street-running', 'tramway', 'later', 'operated', 'from', 'the', 'Pier', 'to', 'St', 'Johns', 'Road.', 'It', 'was', 'not', 'until', '1880', 'that', 'two', 'mainland', 'railways', 'companies', 'jointly', 'extended', 'the', 'railway', 'line', 'to', 'the', 'Pier', 'Head', ',', 'and', 'IoWR', 'trains', 'ran', 'through', ',', 'improving', 'the', 'journey', 'arrangements', '.']",1,0.7,1,0,1,1
What is the lowest brass instrument?,Pitch of brass instruments,english,"{'answer_start': array([403]), 'answer_text': array(['contrabass tuba'], dtype=object)}","PitchLengthExamplesB♭4 or A42.25,2.12ft (69,65cm)piccolo trumpetE♭43.125ft (95.3cm)soprano cornet, soprano trumpetB♭34.5ft (1.4m)trumpet, cornet, flugelhorn, soprano tromboneE♭36.75ft (2.06m)alto horn, alto trombone, alto trumpetB♭29ft (2.7m)tenor and bass trombone, baritone horn, euphonium, B♭ horn, bass trumpetF212ft (3.7m)French hornE♭2 or F213.5,12ft (4.1,3.7m)bass tubaB♭1 or C218,16ft (5.5,4.",https://en.wikipedia.org/wiki/Pitch%20of%20brass%20instruments,"['What', 'is', 'the', 'lowest', 'brass', 'instrument', '?']","['PitchLengthExamplesB♭4', 'or', 'A42.25,2.12ft', '(', '69,65cm', ')', 'piccolo', 'trumpetE♭43.125ft', '(', '95.3cm', ')', 'soprano', 'cornet', ',', 'soprano', 'trumpetB♭34.5ft', '(', '1.4m', ')', 'trumpet', ',', 'cornet', ',', 'flugelhorn', ',', 'soprano', 'tromboneE♭36.75ft', '(', '2.06m', ')', 'alto', 'horn', ',', 'alto', 'trombone', ',', 'alto', 'trumpetB♭29ft', '(', '2.7m', ')', 'tenor', 'and', 'bass', 'trombone', ',', 'baritone', 'horn', ',', 'euphonium', ',', 'B♭', 'horn', ',', 'bass', 'trumpetF212ft', '(', '3.7m', ')', 'French', 'hornE♭2', 'or', 'F213.5,12ft', '(', '4.1,3.7m', ')', 'bass', 'tubaB♭1', 'or', 'C218,16ft', '(', '5.5,4', '.']",1,0.0,1,1,0,1
What is a beta particle?,Beta particle,english,"{'answer_start': array([73]), 'answer_text': array(['high-energy, high-speed electron or positron emitted by the radioactive decay of an atomic nucleus during the process of beta decay'],
      dtype=object)}","A beta particle, also called beta ray or beta radiation (symbol β), is a high-energy, high-speed electron or positron emitted by the radioactive decay of an atomic nucleus during the process of beta decay. There are two forms of beta decay, β− decay and β+ decay, which produce electrons and positrons respectively.",https://en.wikipedia.org/wiki/Beta%20particle,"['What', 'is', 'a', 'beta', 'particle', '?']","['A', 'beta', 'particle', ',', 'also', 'called', 'beta', 'ray', 'or', 'beta', 'radiation', '(', 'symbol', 'β', ')', ',', 'is', 'a', 'high-energy', ',', 'high-speed', 'electron', 'or', 'positron', 'emitted', 'by', 'the', 'radioactive', 'decay', 'of', 'an', 'atomic', 'nucleus', 'during', 'the', 'process', 'of', 'beta', 'decay.', 'There', 'are', 'two', 'forms', 'of', 'beta', 'decay', ',', 'β−', 'decay', 'and', 'β+', 'decay', ',', 'which', 'produce', 'electrons', 'and', 'positrons', 'respectively', '.']",1,0.6666666666666666,1,0,1,1
What was the most powerful storm in the 1996-97 South-West Indian Ocean cyclone season?,1996–97 South-West Indian Ocean cyclone season,english,"{'answer_start': array([755]), 'answer_text': array(['Daniella and Helinda tied for strongest'], dtype=object)}","The 1996–97 South-West Indian Ocean cyclone season was the longest on record, with both an unusually early start and unusually late ending. Most activity was from November through February. According to the Météo-France office (MFR) at Réunion, there were 21 tropical disturbances, 14 of which intensified into tropical depressions. There were 12named storms, beginning with Antoinette and proceeding sequentially until Lisette. In addition, the Joint Typhoon Warning Center also warned on storms in the region, which identified five other tropical storms. Five of the storms attained tropical cyclone status, or with 10–minute maximum sustained winds of at least 120km/h (75mph); of these, three strengthened further into intense tropical cyclones, with Daniella and Helinda tied for strongest storm of the season.",https://en.wikipedia.org/wiki/1996%E2%80%9397%20South-West%20Indian%20Ocean%20cyclone%20season,"['What', 'was', 'the', 'most', 'powerful', 'storm', 'in', 'the', '1996-97', 'South-West', 'Indian', 'Ocean', 'cyclone', 'season', '?']","['The', '1996–97', 'South-West', 'Indian', 'Ocean', 'cyclone', 'season', 'was', 'the', 'longest', 'on', 'record', ',', 'with', 'both', 'an', 'unusually', 'early', 'start', 'and', 'unusually', 'late', 'ending.', 'Most', 'activity', 'was', 'from', 'November', 'through', 'February.', 'According', 'to', 'the', 'Météo-France', 'office', '(', 'MFR', ')', 'at', 'Réunion', ',', 'there', 'were', '21', 'tropical', 'disturbances', ',', '14', 'of', 'which', 'intensified', 'into', 'tropical', 'depressions.', 'There', 'were', '12named', 'storms', ',', 'beginning', 'with', 'Antoinette', 'and', 'proceeding', 'sequentially', 'until', 'Lisette.', 'In', 'addition', ',', 'the', 'Joint', 'Typhoon', 'Warning', 'Center', 'also', 'warned', 'on', 'storms', 'in', 'the', 'region', ',', 'which', 'identified', 'five', 'other', 'tropical', 'storms.', 'Five', 'of', 'the', 'storms', 'attained', 'tropical', 'cyclone', 'status', ',', 'or', 'with', '10–minute', 'maximum', 'sustained', 'winds', 'of', 'at', 'least', '120km/h', '(', '75mph', ')', ';', 'of', 'these', ',', 'three', 'strengthened', 'further', 'into', 'intense', 'tropical', 'cyclones', ',', 'with', 'Daniella', 'and', 'Helinda', 'tied', 'for', 'strongest', 'storm', 'of', 'the', 'season', '.']",1,0.6666666666666666,0,1,1,0
What is the oldest surviving stained glass window?,Medieval stained glass,english,"{'answer_start': array([704]), 'answer_text': array(['Prophet Windows in Augsburg Cathedral'], dtype=object)}","Some of the earliest known examples of colored window glass, datable to c. 800–820, were recovered in excavations at the Abbey of San Vicenzo in Volturno, Italy.[3] Glass of the same colour ranges and similar date is also found in England, at the monastic sites of Jarrow and Monkwearmouth, and at other sites in the north of England.[4][5] These examples are not painted. However, it was not until the advent of the monumental cathedral and church building campaigns in the 11th and 12th centuries that the demand for colored glass began to increase significantly, reaching its highest level in the 14th and 15th centuries. The oldest surviving stained glass windows still in situ are thought to be the Prophet Windows in Augsburg Cathedral, of c. 1065.",https://en.wikipedia.org/wiki/Medieval%20stained%20glass,"['What', 'is', 'the', 'oldest', 'surviving', 'stained', 'glass', 'window', '?']","['Some', 'of', 'the', 'earliest', 'known', 'examples', 'of', 'colored', 'window', 'glass', ',', 'datable', 'to', 'c.', '800–820', ',', 'were', 'recovered', 'in', 'excavations', 'at', 'the', 'Abbey', 'of', 'San', 'Vicenzo', 'in', 'Volturno', ',', 'Italy.', '[', '3', ']', 'Glass', 'of', 'the', 'same', 'colour', 'ranges', 'and', 'similar', 'date', 'is', 'also', 'found', 'in', 'England', ',', 'at', 'the', 'monastic', 'sites', 'of', 'Jarrow', 'and', 'Monkwearmouth', ',', 'and', 'at', 'other', 'sites', 'in', 'the', 'north', 'of', 'England.', '[', '4', ']', '[', '5', ']', 'These', 'examples', 'are', 'not', 'painted.', 'However', ',', 'it', 'was', 'not', 'until', 'the', 'advent', 'of', 'the', 'monumental', 'cathedral', 'and', 'church', 'building', 'campaigns', 'in', 'the', '11th', 'and', '12th', 'centuries', 'that', 'the', 'demand', 'for', 'colored', 'glass', 'began', 'to', 'increase', 'significantly', ',', 'reaching', 'its', 'highest', 'level', 'in', 'the', '14th', 'and', '15th', 'centuries.', 'The', 'oldest', 'surviving', 'stained', 'glass', 'windows', 'still', 'in', 'situ', 'are', 'thought', 'to', 'be', 'the', 'Prophet', 'Windows', 'in', 'Augsburg', 'Cathedral', ',', 'of', 'c.', '1065', '.']",1,0.7777777777777778,1,1,1,1
What is the purpose of the Royal Air Force?,Royal Air Force,english,"{'answer_start': array([21]), 'answer_text': array(['to support the objectives of the British Ministry of Defence'],
      dtype=object)}","The RAF's mission is to support the objectives of the British Ministry of Defence (MoD), which are to ""provide the capabilities needed: to ensure the security and defence of the United Kingdom and overseas territories, including against terrorism; to support the Government’s foreign policy objectives particularly in promoting international peace and security"".[3] The RAF describes its mission statement as ""... [to provide] An agile, adaptable and capable Air Force that, person for person, is second to none, and that makes a decisive air power contribution in support of the UK Defence Mission"".[8] The mission statement is supported by the RAF's definition of air power, which guides its strategy. Air power is defined as ""the ability to project power from the air and space to influence the behaviour of people or the course of events"".",https://en.wikipedia.org/wiki/Royal%20Air%20Force,"['What', 'is', 'the', 'purpose', 'of', 'the', 'Royal', 'Air', 'Force', '?']","['The', 'RAF', ""'s"", 'mission', 'is', 'to', 'support', 'the', 'objectives', 'of', 'the', 'British', 'Ministry', 'of', 'Defence', '(', 'MoD', ')', ',', 'which', 'are', 'to', '``', 'provide', 'the', 'capabilities', 'needed', ':', 'to', 'ensure', 'the', 'security', 'and', 'defence', 'of', 'the', 'United', 'Kingdom', 'and', 'overseas', 'territories', ',', 'including', 'against', 'terrorism', ';', 'to', 'support', 'the', 'Government’s', 'foreign', 'policy', 'objectives', 'particularly', 'in', 'promoting', 'international', 'peace', 'and', 'security', ""''"", '.', '[', '3', ']', 'The', 'RAF', 'describes', 'its', 'mission', 'statement', 'as', '``', '...', '[', 'to', 'provide', ']', 'An', 'agile', ',', 'adaptable', 'and', 'capable', 'Air', 'Force', 'that', ',', 'person', 'for', 'person', ',', 'is', 'second', 'to', 'none', ',', 'and', 'that', 'makes', 'a', 'decisive', 'air', 'power', 'contribution', 'in', 'support', 'of', 'the', 'UK', 'Defence', 'Mission', ""''"", '.', '[', '8', ']', 'The', 'mission', 'statement', 'is', 'supported', 'by', 'the', 'RAF', ""'s"", 'definition', 'of', 'air', 'power', ',', 'which', 'guides', 'its', 'strategy.', 'Air', 'power', 'is', 'defined', 'as', '``', 'the', 'ability', 'to', 'project', 'power', 'from', 'the', 'air', 'and', 'space', 'to', 'influence', 'the', 'behaviour', 'of', 'people', 'or', 'the', 'course', 'of', 'events', ""''"", '.']",1,0.6,1,1,1,0
What is the main religion in Australia?,Religion in Australia,english,"{'answer_start': array([309]), 'answer_text': array(['Christianity'], dtype=object)}","Religion in Australia is diverse. Section 116 of the Constitution of Australia of 1901 prohibits the Commonwealth government from establishing a church or interfering with the freedom of religion.[note 1] In an optional question on the 2016 Census, 52.2% of the Australian population declared some variety of Christianity. Historically the percentage was far higher; now, the religious landscape of Australia is changing and diversifying.[1] In 2016, 30.1% of Australians stated ""no religion"" and a further 9.6% chose not to answer the question.[1] Other faiths include Muslims (2.6%), Buddhists (2.4%), Hindus (1.9%), Sikhs (0.5%), and Jews (0.4%).[1]As per the 2016 Census, Sikhism is the fastest growing religion in Australia which showed a 74% increase from the 2011 census followed by Hinduism(60% increase) and Irreligion(48% increase).",https://en.wikipedia.org/wiki/Religion%20in%20Australia,"['What', 'is', 'the', 'main', 'religion', 'in', 'Australia', '?']","['Religion', 'in', 'Australia', 'is', 'diverse.', 'Section', '116', 'of', 'the', 'Constitution', 'of', 'Australia', 'of', '1901', 'prohibits', 'the', 'Commonwealth', 'government', 'from', 'establishing', 'a', 'church', 'or', 'interfering', 'with', 'the', 'freedom', 'of', 'religion.', '[', 'note', '1', ']', 'In', 'an', 'optional', 'question', 'on', 'the', '2016', 'Census', ',', '52.2', '%', 'of', 'the', 'Australian', 'population', 'declared', 'some', 'variety', 'of', 'Christianity.', 'Historically', 'the', 'percentage', 'was', 'far', 'higher', ';', 'now', ',', 'the', 'religious', 'landscape', 'of', 'Australia', 'is', 'changing', 'and', 'diversifying.', '[', '1', ']', 'In', '2016', ',', '30.1', '%', 'of', 'Australians', 'stated', '``', 'no', 'religion', ""''"", 'and', 'a', 'further', '9.6', '%', 'chose', 'not', 'to', 'answer', 'the', 'question.', '[', '1', ']', 'Other', 'faiths', 'include', 'Muslims', '(', '2.6', '%', ')', ',', 'Buddhists', '(', '2.4', '%', ')', ',', 'Hindus', '(', '1.9', '%', ')', ',', 'Sikhs', '(', '0.5', '%', ')', ',', 'and', 'Jews', '(', '0.4', '%', ')', '.', '[', '1', ']', 'As', 'per', 'the', '2016', 'Census', ',', 'Sikhism', 'is', 'the', 'fastest', 'growing', 'religion', 'in', 'Australia', 'which', 'showed', 'a', '74', '%', 'increase', 'from', 'the', '2011', 'census', 'followed', 'by', 'Hinduism', '(', '60', '%', 'increase', ')', 'and', 'Irreligion', '(', '48', '%', 'increase', ')', '.']",1,0.625,1,1,1,1
What is the longest recorded distance that a tornado has traveled?,Tornado records,english,"{'answer_start': array([331]), 'answer_text': array(['219 miles'], dtype=object)}","This article lists various tornado records. The most ""extreme"" tornado in recorded history was the Tri-State Tornado, which spread through parts of Missouri, Illinois, and Indiana on March 18, 1925. It is considered an F5, even though tornadoes were not ranked on any scale at the time. It holds records for longest path length at 219 miles (352km), longest duration at about 3½ hours, and fastest forward speed for a significant tornado at 73mph (117km/h) anywhere on Earth. In addition, it is the deadliest single tornado in United States history with 695 fatalities.[1] It was also the third-costliest tornado in history at the time, but has been surpassed by several others non-normalized. When costs are normalized for wealth and inflation, it still ranks third today.",https://en.wikipedia.org/wiki/Tornado%20records,"['What', 'is', 'the', 'longest', 'recorded', 'distance', 'that', 'a', 'tornado', 'has', 'traveled', '?']","['This', 'article', 'lists', 'various', 'tornado', 'records.', 'The', 'most', '``', 'extreme', ""''"", 'tornado', 'in', 'recorded', 'history', 'was', 'the', 'Tri-State', 'Tornado', ',', 'which', 'spread', 'through', 'parts', 'of', 'Missouri', ',', 'Illinois', ',', 'and', 'Indiana', 'on', 'March', '18', ',', '1925.', 'It', 'is', 'considered', 'an', 'F5', ',', 'even', 'though', 'tornadoes', 'were', 'not', 'ranked', 'on', 'any', 'scale', 'at', 'the', 'time.', 'It', 'holds', 'records', 'for', 'longest', 'path', 'length', 'at', '219', 'miles', '(', '352km', ')', ',', 'longest', 'duration', 'at', 'about', '3½', 'hours', ',', 'and', 'fastest', 'forward', 'speed', 'for', 'a', 'significant', 'tornado', 'at', '73mph', '(', '117km/h', ')', 'anywhere', 'on', 'Earth.', 'In', 'addition', ',', 'it', 'is', 'the', 'deadliest', 'single', 'tornado', 'in', 'United', 'States', 'history', 'with', '695', 'fatalities.', '[', '1', ']', 'It', 'was', 'also', 'the', 'third-costliest', 'tornado', 'in', 'history', 'at', 'the', 'time', ',', 'but', 'has', 'been', 'surpassed', 'by', 'several', 'others', 'non-normalized.', 'When', 'costs', 'are', 'normalized', 'for', 'wealth', 'and', 'inflation', ',', 'it', 'still', 'ranks', 'third', 'today', '.']",1,0.5833333333333334,1,1,1,1
